月	month	month;moon	A month is longer than a day.	"""Am I the only one who sees this as someone sticking their ass in the air """"mooning"""" someone (two cheeks of the butt and the legs coming off of it)? The Moon meaning connects well to the meaning of month, considering that months were traditionally measured by the phases of the moon. Also, the mooning """"ass"""" part of it connects well to Hesig's seemingly unconnected """"flesh"""" or """"part of the body"""" meaning (when used in primitive form).""
"	4	13	1	ゲ;ツ;、;ガ;ツ	つ;き		tuesday;after;ago;month;expected;year;last;friday;monday;day;wednesday;thursday;months;days;next;week;earlier;weeks
田	rice field	rice field;rice paddy	A rice field divided into four parts.	Ten people use their mouths to eat the yield of the rice fields.	5	14	1	デ;ン	た		
目	eye	eye;class;look;insight;experience;care;favor	There are 3 sections. Imagine the outer two being the whites of your eye. The middle is the pupil. Fill it in with imaginary color.	目_目.	5	15	1	モ;ク;、;ボ;ク	め;、;ま		eyes;eye
古	old	old	Tombstone and cross on an old man's grave.	You get OLD fast if you have ten open mouths to feed.	5	16	2	コ	ふ;る;-;い;、;ふ;る;-;す	ten;mouth	22-year;35-year;old
吾	I	I;my;our;one's own	I have 5 senses.	I eat five times at day.	7	17	2			five;mouth	
冒	risk	risk;face;defy;dare;damage;assume (a name)	"""Don't look at the sun directly with your eyes, it's risky!"""	You'll risk your eyesight if you look up at the sun.	9	18	2	ボ;ウ	お;か;-;す	sun;eye	risks;risk
朋	companion	companion;friend	My companion and I are like two moons side by side.	"""Under the twin moons of Tatooine, Luke had no COMPANION.""
"	8	19	2			flesh;flesh	companion;companions
明	bright	bright;light	The sun makes the moon bright.	"""The sun and the moon are brightest objects in the day and night, respectively.""
"	8	20	2	メ;イ;、;ミ;ョ;ウ	あ;-;か;り;、;あ;か;-;る;い;、;あ;か;-;る;む;、;あ;か;-;ら;む;、;あ;き;-;ら;か;、;あ;-;け;る;、;あ;-;く;、;あ;-;く;る;、;あ;-;か;す	sun;moon	bright
唱	chant	chant;recite;call upon;yell	Someone chanting with their mouth open for two consecutive days.	Chants from our mouths are meant to reach the sun and the stars. Stars are just suns just further away so they seem smaller.	11	21	2	シ;ョ;ウ	と;な;-;え;る	"mouth;tongue wagging in the mouth;tongue wagging in the
			mouth"	chant;chants
晶	sparkle	sparkle;clear;crystal	A diamond sparkles as brightly as three suns.	Sparkle is a forest (#197) of suns!	12	22	2	シ;ョ;ウ		sun;sun;sun	sparkle
品	goods	goods;refinement;dignity;article;counter for meal courses	Three boxes of goods are devoured by the hungry mouths of waiting consumers.	Three hungry mouths waiting for the goods to come.	9	23	2	ヒ;ン	し;な	mouth;mouth;mouth	goods
呂	spine	spine;backbone	Spine connects head and body.	The spine goes from one opening mouth/opening (mouth/face) to another mouth/opening (genitals). Just think of these openings being enlarged to represent the head and the body. The bottom is bigger because the body is bigger than the face.	7	24	2				spine
昌	prosperous	prosperous;bright;clear	If you work from Sun UP to Sun DOWN you will be prosperous.	"""I kept getting this mixed up with meanings like 'fortune', so here is a fool proof story! Remember the Vulcan salute from 'Star Trek' (a fiction of the sci-fi genre in which heavenly bodies such as SUNS play a huge role) used with the phrase 'live long and PROSPER'? If that's not enough of a visual reminder, the Vulcan salute shows the fingers parted in to 2 sets of 2, and visually kind of looks like this kanji if you think about it.""
"	8	25	2			sun;sun	prosperous
早	early	early;fast	"""The sun up is early, well before ten."""	An early sun-flower looks like a miniature sun perched on a needlelike stems.	6	26	2	ソ;ウ;、;サ;ッ	は;や;-;い;、;は;や;-;ま;る;、;は;や;-;め;る	sun;needle	after;beginning;later;late;early;earlier
旭	rising sun	rising sun;morning sun	9am carries with it the rising sun.	Nine planets revolve around our rising sun.	6	27	2			nine;sun	
世	generation	generation;world;society;public	3 tens = generation.	"""They SAY a generation is ten+ten+ten years, with the big first ten providing a grounding, and the next ten providing a little more grounding for the final ten. But I wish the next generation didn't always SAY """"yo!"""". (ON reading is SEI, KUN reading is yo)."""	5	28	2	セ;イ;、;セ	よ	twenty;fishhook	generation
胃	stomach	stomach;paunch;crop;craw	The rice field is harvested once a month to get food for our stomach.	"""The stomach is the part of the body that digests food (which, in Japan, is mainly rice).""
"	9	29	2	イ		brain;flesh	stomach
旦	nightbreak	nightbreak;dawn;morning	A nightbreak happens when the sun rises over the horizon (floor).	"""It may be easier to think of the keyword """"DAYBREAK"""" or """"MORNING"""" for this kanji (other kanji dictionaries do). Then the mnemonic phrase """"SUN rising over the HORIZON"""" works better. It is an infrequent kanji, but can be found in: 旦夕　（たんせき） morning and evening, or 元旦　（がんたん） New Year's Day.""
"	5	30	2			sun;floor	
胆	gall bladder	gall bladder;courage;pluck;nerve	The moon has a lot of gall sticking around after sunrise.	All the month long I have to start working at nightbreak. This really activates my gall bladder (=I get angry).	9	31	2	タ;ン		part of the body;nightbreak	
亘	span		The sun spans from horizon to horizon in a day.	The span of the day is the time between the sun goes up and comes down.	6	32	2			ceiling;sun;floor	span;spans
凹	concave	concave;hollow;sunken	"""The letter """"U"""" is concavely written."""	Concave has a concave shape.	5	33	2	オ;ウ			convex;concave
凸	convex	convex;beetle brow;uneven	"""When I get vexed, I give people the middle finger."""	Convex has a convex shape.	5	34	2	ト;ツ	で;こ		convex;concave
旧	olden times	old times;old things;old friend;former;ex-	Age 18 = olden times.	The old man with a walking stick kept talking of olden times all day long.	5	35	3	キ;ュ;ウ		walking stick;day	
自	oneself	oneself	"""Faced with his clone, our hero valiantly cut a mark on his forehead right above his eye so that his comrades could tell his true oneself from the enemy."""	"""To use an eyedropper by oneself, aim from above to put a drop into the eye.""
"	6	36	3	ジ;、;シ	み;ず;か;-;ら	drop;eye	oneself
白	white	white	A white ray is a drop of sun.	Even a small drop (') of the sun (日) would make you see nothing but white.	5	37	3	ハ;ク;、;ビ;ャ;ク	し;ろ;、;し;ら;、;し;ろ;-;い	drop;sun	black;white
百	hundred	hundred	100 turned sideways. {sort of the same as what ashoksaraf said}.	That dirty ceiling was painted WHITE a hundred times!	6	38	3	ヒ;ャ;ク		one;white	fifteen;forty;thousand;thirty;fifty;300;hundred;dozen;sixty;twenty
中	in	in;inside;middle;mean;center	Pocky goes in the mouth.	My GF lets me come in her mouth (pictogram).	4	39	3	チ;ュ;ウ	な;か	walking stick;mouth	in;where;last
千	thousand	thousand	It takes many drops of ten to get to a thousand.	One T = one thousand.	3	40	3	セ;ン	ち	eye-dropper;ten	1,000;forty;2,000;thousand;thirty;fifty;hundred;20,000;twenty
舌	tongue	tongue;reed;clapper	"""What is in a mouth that permits it to speak a thousand things? Yes, a tongue."""	Kissing a thousand mouths eventually gets you some tongue.	6	41	3	ゼ;ツ	し;た	thousand;mouth	tongue
升	measuring box	measuring box;1.8 liter	It is a thousand or ten? I need my measuring box.	"""I can fit a thousand needles into my measuring box, but only if I bend the thousand.""
"	4	42	3	シ;ョ;ウ	ま;す	thousand;needle	
昇	rise up	rise up	"""This kanji does not mean """"get up"""" or """"awake."""" It means rising, like the rising of a salary, or a promotion. STORY: You know that your salary has RISEN UP when your MEASURING BOX has enough dollar bills in it to reach the SUN."""	We Measure the Sun to decide when we should Rise Up out of bed.	8	43	3	シ;ョ;ウ	の;ぼ;-;る	sun;measuring box	
丸	round	round;full;month;perfection;-ship;pills;make round;roll up;curl up;seduce;explain away	Nine plus a drop rounds it off to ten!	"""Watch out for plump (#120). Here Heisig could have added a """"t"""" and we would have had a much better keyword : rotund. Rotund is more specific than """"round"""" which begs for confusion with circle (#1811). A dictionary search on """"fat"""" or """"round"""" doesn't yield this kanji, but """"rotund"""" does! Primitive suggestion: the Laughing Buddha is often depicted as a rotund, smiling bald man in robes with a largely exposed pot belly stomach (symbolizing plenitude).""
"	3	44	3	ガ;ン	ま;る;、;ま;る;-;い;、;ま;る;-;め;る	nine;drop	round;rounds
寸	measurement	measurement;foot/10	The decimal system uses drops of ten as a measurement.	"""Glue two sticks together to make the best measurement. (I always remember the primitive, but never the original keyword.).""
"	3	45	3	ス;ン		drop;ten	measurements;measurement
専	specialty	specialty;exclusive;mainly;solely	"""After you have chosen your 10 fields of study, measure how good you are at each to find out your specialty."""	10 brains glued together allows you to specialize in any specialty that you want. Imagine each brain having its own specialty.	9	46	3	セ;ン	も;っ;ぱ;-;ら	ten;rice field;glued to	specialty;speciality
博	Dr.	Dr.;command;esteem;win acclaim;Ph.D.;exposition;fair	Ten specialties grants you the title of Dr. with a dot.	"""Watch for doctor (#1694), the sooner the better! In fact this kanji refers to someone well """"learned"""", with extensive knowledge. This could apply to any kind of field. The kanji 医 (""""doctor"""") is directly related to medicine. I would suggest to take away completely the idea of medicine here, and use a popular character whose name includes the keyword such as """"Dr. Who"""", """"Dr. Jekyll"""", even """"Dr. Dobb's"""" if you're into programming.""
"	12	47	3	ハ;ク;、;バ;ク		needle;drop;specialty	
占	fortune-telling	fortune telling;divine;forecast;occupy;hold;have;get;take	Fortune-telling: using a mouth as a divining rod.	"""A great number of people who do fortune-telling are """"almost old"""".""
"	5	48	3	セ;ン	し;-;め;る;、;う;ら;な;-;う	divining rod;mouth	fortune-telling
上	above	above;up	A magic wand standing on above the floor.	"""Above all else, be grounded if you are going to practice augury (#2103)卜. You could turn yourself into a トoad...　　　　　　　　　RTK2:　ジョウ　以上　いじょう(above)　　　　ショウ　上人　しょうにん(saint).""
"	3	49	3	ジ;ョ;ウ;、;シ;ョ;ウ	う;え;、;う;わ;、;か;み;、;あ;-;げ;る;、;あ;-;が;る;、;の;ぼ;-;る;、;の;ぼ;-;せ;る;、;の;ぼ;-;す	magic wand;floor	below;above
下	below	below;down;descend;give;low;inferior	Roots are below the ground.	A magic wand hanging below the ceiling.	3	50	3	カ;、;ゲ	し;た;、;し;も;、;も;と;、;さ;-;げ;る;、;さ;-;が;る;、;く;だ;-;る;、;く;だ;-;す;、;く;だ;-;さ;る;、;お;-;ろ;す;、;お;-;り;る	ceiling;magic wand	below;above
卓	eminent	eminent;table;desk;high	The most eminent magician is he who learned to use his magic wand early in life.	The eminent sunflower is the one that stands above the others.	8	51	3	タ;ク		magic wand;sunflower	eminent
朝	morning	morning;dynasty;regime;epoch;period;(North) Korea	There is mist as the moon fades away in the morning.	"""Morning has come """"ten"""" hours """"early""""!!! The """"moon"""" is still in the sky!""
"	12	52	3	チ;ョ;ウ	あ;さ	mist;moon	night;tuesday;morning;saturday;noon;friday;monday;day;wednesday;evening;afternoon;thursday;midday;sunday
只	only	only;free;in addition	Imagine an animal with only a mouth and legs.	"""My girlfriend insists that the only thing I want from her is what's between her legs.. She's drawn me this pictograph to demonstrate. It's a head and two legs spread apart.. I explain that I also love her breasts, and then she smacks me in the face. I'll never understand women.. (I keep failing this kanji, hopefully this silly story will help me!).""
"	5	53	4	キ;ョ;ウ	さ;け;-;ぶ	mouth;animal legs	more;could;it;if;those;same;but;actually;not;few;either;that;some;because;none;longer;than;would;they;no;time;.;another;still;never;well;although;all;this;yet;however;without;even;any;fact;though;first;n't;now;so;one;there;be;only;least;most;which;just
貝	shellfish	shellfish	Eye thought I saw a shellfish legging it down the beach!	"""Stare at the shellfish, it looks like an eye with legs.""
"	7	54	4		か;い	eye;animal legs	shellfish
貞	upright	upright;chastity;constancy;righteousness	A magic wand is needed to make a clam stand upright.	Just the thought of my magic wand on her clam makes my magic wand stand upright.	9	55	4	テ;イ		magic wand;shellfish	upright
員	employee	employee;member;number;the one in charge	An employee (member of the company) has to clam up his mouth if he wants keep the job!	An employee is basically a shellfish with a mouth.	10	56	4	イ;ン		mouth;clam	employee;employees;employer;worker
見	see	see;hopes;chances;idea;opinion;look at;visible	"""As a primitive, this is Mike Wazowski from Monsters Inc. (the giant eyeball with legs...) Makes for easy stories later on."""	Eyes and legs are all you need to see the world.	7	57	4	ケ;ン	み;-;る;、;み;-;え;る;、;み;-;せ;る	eye;human legs	see;think;you;seen;go;we;seeing;i;know;'ll;look;do;what;come;want;n't
児	newborn babe	newborn babe;child;young of animals	"""In the olden times, a newborn babe came out legs first."""	Only 18 and already got a newborn babe. Young girls are so quick to spread their legs these days...　　　RTK2:　ジ　児童　じどう　(child)　　　　　　　　　　　　　　　　　　　　　　ニ　小児　しょうに(infant).	7	58	4	ジ;、;ニ		olden times;human legs	
元	beginning	beginning;former time;origin	In the beginning were just two who walked on human legs.	"""In the beginning God created woman, and God asked her how she liked his work. Woman replied, """"Well, you know how I have two eyes, two arms, two legs... it seems redundant to have three breasts. It would look more symmetrical with two."""" God nodded, and the middle breast fell off... and it was good. Woman picked up the breast and said, """"Thank you, God! But what do I do with this useless boob?"""" And God created man. That's why the women today only have two boobs to match their two human legs.""
"	4	59	4	ゲ;ン;、;ガ;ン	も;と	two;human legs	starting;beginning;began;begun;early;start;begin
頁	page	page;leaf	A shellfish carrying a page balanced on its head.	One drop of ink from a shellfish can fill a whole page.	9	60	4			one;drop of;oyster	pages;page
頑	stubborn	stubborn;foolish;firmly	A stubborn person in the beginning gets something into their head and can't change their mind.	"""Picture a STUBBORN schoolboy, with his arms crossed and his book still open to the BEGINNING PAGE. Despite the teacher telling him to turn the page, he refuses and keeps his book on the BEGINNING PAGE.""
"	13	61	4	ガ;ン		beginning;head	stubborn
凡	mediocre	mediocre	A drop of breeze is naught but a mediocre wind.	Is there anything as mediocre as a drop of piss in the wind?	3	62	4	ボ;ン;、;ハ;ン		drop;wind	mediocre
負	defeat	defeat;negative;-;minus;bear;owe;assume a responsibility	"""Tied up, the shellfish had to accept defeat!"""	Defeat is defined by a shellfish in binds.	9	63	4	フ	ま;-;け;る;、;ま;-;か;す;、;お;-;う	bound up;oyster	victory;defeats;defeat;defeated;defeating
万	ten thousand	ten thousand	I bound ten thousand dollars together and hid it under the floor.	"""We have """"one"""" at the top and if you turn the kanji 90 degrees you will see arabic 4 shich means it has four zeros in front of it!""
"	3	64	4	マ;ン;、;バ;ン		one;bound up	
句	phrase	phrase;clause;sentence;passage;paragraph;counter for haiku	Some Japanese phrases are difficult to wrap your mouth around.	A bound mouth cannot utter a single phrase.	5	65	4		く	bound up;mouth	words;word;phrase;phrases
肌	texture	texture;skin;body;grain	When you expose your flesh to the wind it gets textured: goosebumps!	The moon's lack of wind preserves its texture.	6	66	4		は;だ	part of the body;wind	texture;flavor;textures
旬	decameron	decameron;10day period;season (for specific products	Hesig should be BOUND for a DAY (or maybe 10 days - a decameron) for calling this Kanji DECAMERON. See martyrdom (#809).	"""If you bind up ten days, you get a decameron.""
"	6	67	4	ジ;ュ;ン		bound up;day	decameron
勺	ladle		A ladle binds drops together.	Forget about the primative 'bound up'. Imagine instead the shape of a ladle and holding it upside down to drink the last DROP (of water).	3	68	4	シ;ャ;ク		bound up;drop	ladle
的	bull's eye	bull's eye;mark;target;object;adjective ending	I managed to hit the bull's eye by throwing my white ladle.	"""A white, bound up, drop in the center is the bull's eye. (why Heisig had to use """"ladle"""" instead of the original two primitives that make up """"ladle"""" I'll never understand!).""
"	8	69	4	テ;キ	ま;と	white bird;ladle	
首	neck	neck	"""The V shape is your neck on top of your collar bone, or the straight line. Yourself, or the rest of your body is below that!"""	The mooses neck supports it's big horns and long nose.	9	70	4	シ;ュ	く;び	horns;nose	chest;neck
乙	fish guts	the latter;duplicate;strange;witty	"""This is a fish hook, that pulls out the fishguts."""	You cut a fish in a z shape on the belly to make it easier to open the fish and rip out its fish guts silly!	1	71	5	オ;ツ			
乱	riot	riot;war;disorder;disturb	The riot police broke up the riot by dragging the rioters away by their tongues with fishooks.	A tongue with a hook can cause a riot.	7	72	5	ラ;ン	み;だ;-;れ;る;、;み;だ;-;す	tongue;fishhook	demonstrators;protesters;riot
直	straightaway	straightaway;honesty;frankness;fix;repair	"""If you get a needle in your eye that is hooked in there, get to a hospital straightaway."""	"""I caught a freaky creature with ten eyes on my fish hook, so I threw it back straightaway.""
"	8	73	5	チ;ョ;ク;、;ジ;キ	た;だ;-;ち;に;、;な;お;-;す;、;な;お;-;る	ten;eye;fishhook	straightaway
具	tool	tool;utensil;means;possess;ingredients;counter for armor;suits;sets of furniture	Keep an eye on your tools while you work at the table.	"""One tool nobody should be without - a Mordor-type eye that floats over the workbench. It jerks around, monitoring all who come near, and if anyone so much as removes a stapler from the bench - ZAP.""
"	8	74	5	グ		eye;tool	tools;tool
真	true	true;reality;Buddhist sect	A compass is a tool with a needle on top that points to true north.	Ten tools are all a true craftsman needs.	10	75	5	シ;ン	ま	ten;eye;tool	true;fact;indeed
工	craft	craft;construction	I consider craft to be one of the harder primitives to use in stories so I've personified it as Bender the crafty robot from Futurama who was designed to bend I-beams.	I crafty.	3	76	5	コ;ウ;、;ク			craft
左	left	left	"""The LEFT side of my brain posesses the faculties needed for logical crafts, like engineering."""	"""The left side of my brain, is for crafts.""
"	5	77	5	サ	ひ;だ;り	by one's side;craft	left;leaving
右	right	right	The right hand is for putting food in your mouth. (The other hand is for ass-wiping!).	Always keep your right to free speech (mouth) by your side!	5	78	5	ゴ;ウ		by one's side;mouth	right
有	possess	possess;have;exist;happen;occur;approx	"""Possessed by the Earth's gravity, the moon stays by its side."""	"""By my side I POSSESS a moon of flesh, better known as your big ass!""
"	6	79	5	ユ;ウ;、;ウ	あ;る	by one's side;meat	possess;possessed;possesses;possessing
賄	bribe	bribe;board;supply;finance	"""To bribe someone, money is a necessary possession."""	"""If you possess enough shellfish, you can bribe anyone.""
"	13	80	5	ワ;イ	ま;か;な;-;う	money;possess	bribe;bribes
貢	tribute	tribute;support;finance	"""""""This next song is a TRIBUTE to a little SHELLFISH friend of mine who was tragically crushed by an I-shaped table.""""."""	Tribute is the craft of raising money.	10	81	5	コ;ウ;、;ク	み;つ;-;ぐ	craft;money	homage;tribute
項	paragraph	paragraph;nape of neck;clause;item;term (expression)	To write a paragraph is the craft of grouping sentences on a page.	"""To craft a page well, we need paragraphs.""
"	12	82	5	コ;ウ		craft;head	paragraph;paragraphs
刀	sword	sword;saber;knife	"""This SWORD is so sharp, it can cut the top part of カ off in カタナ."""	If you look really close this kanji looks like a person bending over touching the ground Waiting for someone to put there sword in his ass!	2	83	5	ト;ウ	か;た;な		sword;swords
刃	blade	blade;sword;edge	The part of a sword where a drop of blood can usually be found is the blade.	A drop of blood on the blade of my sword.	3	84	5	ジ;ン	は	dagger;drop of	blades;blade
切	cut	cut;cutoff;be sharp	The seven samurai used their swords to cut their opponents.	Seven swords cut better than one.	4	85	5	セ;ツ;、;サ;イ	き;-;る;、;き;-;れ;る	diced;dagger	cuts;cut;cutting;slash
召	seduce	seduce;call;send for;wear;put on;ride in;buy;eat;drink;catch (cold)	"""A man is easily seduced by a mouth to his """"sword.""""."""	To seduce is to make a sword of one's mouth.	5	86	5	カ		dagger;mouth	seduce
昭	shining	shining;bright	Shining is the sun's seduction.	The sun was shining so bright that it seduced Icarus and he flew too close.	9	87	5	シ;ョ;ウ		sun;seduce	shining
則	rule	rule;follow;based on;model after	"""When you have both money and the power of the sword, you can make the rules."""	"""If you've got CRABs on your SABER, then you didn't follow the rules of safe sex!""
"	9	88	5	ソ;ク		clam;saber	rule
副	vice-	vice-;duplicate;copy	"""The wealthy guy with the sword standing next to the king, that's the vice-roy who does all the dirty work."""	Vice-president Cheney: a wealthy saber rattler.	11	89	5	フ;ク		wealth;saber	
別	separate	separate;branch off;diverge;fork;another;extra;specially	I don't know about you but to me this seems like someone's head is about to be separated from his body. You can see he's kneeling and his mouth is wide open gasping for the last breath he will ever take.	A wise old samurai keeps his hostages (with their mouths bound up to keep them quiet) in a separate room from his sabers. Putting them together would be a silly mistake.	7	90	5	ベ;ツ	わ;か;-;れ;る	mouth;tied up;saber	separate
丁	street	street;ward;town;counter for guns;tools;leaves or cakes of something;even number;4th calendar sign	"""Today, the program """"Sesame Street"""" is brought to you by the letter """"T""""."""	Two streets make a T-intersection.	2	91	5	チ;ョ;ウ;、;テ;イ			streets;street
町	village	village;town;block;street	"""Actually this means town, like one that has lots of streets and is surrounded by all the rice fields."""	"""Getting this one confused with Town is easy, so remember it with this rhyme. """"Pillage the village, for the rice and and the tea."""" the street primitive on the right looks like a 't'.""
"	7	92	5	チ;ョ;ウ	ま;ち	rice field;street-sign	town;village;villages
可	can	can;passable;mustn't;should not;do not	"""A mouth on the street asking for things: """"Can I get some help?! Can I get directions, Can I have some money? Can you please speak English?!""""."""	I can eat nails.	5	93	5	ダ;イ;、;タ;イ		spike;mouth	could;get;if;should;can;you;not;let;either;need;take;does;will;would;they;'ll;may;might;even;do;cannot;come;want;n't;so;able;be;these;make;must
頂	place on the head	place on the head;receive;top of head;top;summit;peak	If I put a street sign on my head what do I get ? A place on the head !	"""NAILS - place directly on the forehead, NAILS - place directly on the forehead, NAILS - place directly on the forehead, 　　　The HEAD ON commercial nails it into your head......""
"	11	94	5	チ;ョ;ウ	い;た;だ;-;く;、;い;た;だ;き	nail;head	
子	child	child	A child who is ten will still ask for his ma (top looks a bit like katakana ma).	"""A pictograph of a child, with arms outstretched for mother (or perhaps because she is chasing a rat?). Note that this kanji occupies the first space on the Zodiac circle, and is the sign for the rat (such as 2008!).""
"	3	95	6	シ;、;ス	こ		child;children;parents
孔	cavity	cavity;hole;slit;very;great;exceedingly	The child's arms flailed around at the sight of the hooked tool the dentist was going to use to fill his cavity.	"""I warned him about cavities, but the child is still hooked on sweets.""
"	4	96	6	コ;ウ		child;hook	cavity;cavities
了	complete	complete;finish	The experiment was a complete failure! The child was made without any arms!	A child with the arms inside the blanket will be completely wrapped up.	2	97	6	リ;ョ;ウ			complete;completed
女	woman	woman;female	"""To remember the order of strokes, remember a female ninja is called a """"kunoichi"""". That is, く(hiragana) ノ(katakana) 一(kanji, ichi=one)."""	My mother taught me that a woman should always sit with her legs crossed (but the arms can be stretched out).	3	98	6	ジ;ョ;、;ニ;ョ;、;ニ;ョ;ウ	お;ん;な;、;め		man;girl;mother;woman
好	fond	fond;pleasing;like something	A woman is fond of her child.	"""Jane Fonda carrying a Vietnamese child. Pro-war protesters hold signs, """"I'm not fonda Jane!""""...　　　　　　　　　　　　　　　　　　　RTK2:　コウ　好評　こうひょう(favorable criticism).""
"	6	99	6	コ;ウ	こ;の;-;む;、;す;-;く	woman;child	fond
如	likeness	likeness;like;such as;as if;better;best;equal	"""Women share a common likeness. Their mouths are always open, whining about this and that."""	From a woman's other 口comes a baby with a perfect likeness.	6	100	6	ジ;ョ;、;ニ;ョ		woman;mouth	likeness;likenesses
母	mama	mama;mother	The two breasts of a momma who breastfeeds.	"""This mama had twins, one mouth for each nipple.""
"	5	101	6	ボ	は;は		mama
貫	pierce	pierce;8 1/3lbs;penetrate;brace	Ariel the Little Mermaid's clamshell bra was held to her breasts by piercings.	The sad fate of Mama shellfish was to be captured and pierced to make an earring.	11	102	6	カ;ン	つ;ら;ぬ;-;く	mama;oyster	pierce
兄	elder brother	elder brother;big brother	My elder brother was basically a mouth on legs when he was a teenager.	"""Mother, why is elder brother's mouth between the neighbor girl's legs? RTK2:　ケイ　父兄　ふけい　(father and elder brother)　　　　　　　　　キョウ　兄弟　きょうだい(brothers)…　　　　　　　　　　　　　MIXED GROUP:　(ｺｸ): 克104　(ｷｮｳ): 況145　競434　(ｼｭｸ): 祝1089.""
"	5	103	6	ケ;イ;、;キ;ョ;ウ	あ;に	mouth;human legs	
克	overcome	overcome;kindly;skillfully	Ten elder brothers can overcome anything.	A teenager addicted to heroine must overcome the needle.	7	104	6	コ;ク		needle;teenager	overcoming;overcome;difficulties
小	little	little;small	A little penguin with its wings at its side.	"""A depressed child, head low and arms hung low, because he's too little to ride the roller coaster.""
"	3	105	7	シ;ョ;ウ	ち;い;-;さ;い;、;こ;、;お	drop;drop;drop	lot;little;bit;too;much
少	few	few;little	Only a few people can make an ugly face like that.	"""Few usually refers to three. To emphasize three, we underline the three drops in little.""
"	4	106	7	シ;ョ;ウ	す;く;-;な;い;、;す;こ;-;し	little;drop	those;but;few;other;some;handful;ones;they;even;though;come;have;several;many;dozen;one;there;only;these;most;just
